draw_index,source_hbm_draw_index,logic_package_equivalents,customer_allocated_hbm_stacks,hbm_package_equivalents,package_assembly_start_capacity,package_attempts,package_assembly_yield,finished_accelerator_packages,complete_system_equivalents
3982,18142,439617.7196856376,2080447.7131839418,260055.96414799272,443684.59131977847,260055.96414799272,0.9418970229270622,244945.93842542116,3402.026922575294
3983,11926,343543.5489604254,2474306.012479173,309288.2515598966,463316.3448161812,309288.2515598966,0.9499718799405682,293815.14177788637,4080.7658580261996
3984,8680,414252.3572912907,1961894.0010850998,245236.75013563747,464300.8487183871,245236.75013563747,0.950312943162943,233051.6577931129,3236.828580459902
3985,9037,477361.95684445073,2421528.234384501,302691.0292980626,476421.85220324324,302691.0292980626,0.954511781937841,288922.15375189297,4012.8076909985134
3986,11866,553997.4808883722,2140946.623315382,267618.3279144227,438652.84669363743,267618.3279144227,0.9396467583211682,251466.69429211871,3492.5929762794267
3987,4505,438520.3363207346,2052042.2228482554,256505.27785603193,497265.1287424875,256505.27785603193,0.9617321047302769,246689.36074690608,3426.2411214848066
3988,17223,394658.2827873941,2286513.9740868756,285814.24676085945,372946.1842251582,285814.24676085945,0.9102618455503374,260165.80374111945,3613.4139408488813
3989,10983,388970.2514063928,1820700.0677852868,227587.50847316085,488542.7493891411,227587.50847316085,0.9587105838896998,218190.55313430604,3030.424349087584
3990,8825,419973.9568914509,2284821.7273120643,285602.71591400803,444013.68482255936,285602.71591400803,0.9420441980156966,269050.3814643165,3736.8108536710624
3991,3405,455458.3169299479,2415307.2786834026,301913.4098354253,451725.4541337724,301913.4098354253,0.945479915643692,285453.06526289735,3964.62590642913
3992,6074,405246.3830182296,2101457.2984463237,262682.16230579047,531181.73683999,262682.16230579047,0.9734811624193321,255716.13670826456,3551.6130098370077
3993,19052,389571.5936697852,2252475.7725443244,281559.47156804055,399971.7988670639,281559.47156804055,0.9223480678449404,259695.83458422462,3606.886591447564
3994,16052,513970.12489653385,2053264.2820852092,256658.03526065114,444501.4836112091,256658.03526065114,0.9422623482658492,241839.2030060003,3358.877819527782
3995,18802,481127.4169585851,2625507.314073775,328188.41425922187,500783.3251898751,328188.41425922187,0.9629508437298536,316029.31041328044,4389.295977962229
3996,17070,556832.0260012777,2162361.4366070214,270295.1795758777,414986.78488598875,270295.1795758777,0.9290629737288454,251121.24332133718,3487.795046129683
3997,13668,430118.5770673789,2023305.1208271387,252913.14010339233,483700.2199591116,252913.14010339233,0.957033082487708,242046.24207479513,3361.7533621499324
3998,12253,513585.8770856235,2273448.5592434937,284181.0699054367,450766.4433744778,284181.0699054367,0.9450615162626587,268568.5928179766,3730.1193446941197
3999,12837,450623.4771204717,2276399.4855452226,284549.93569315283,517906.3418240279,284549.93569315283,0.9688824306876935,275695.4333464088,3829.103240922345
4000,15829,460526.114677172,2143642.0942199905,267955.2617774988,391396.6584800242,267955.2617774988,0.9185131484805354,246120.4311471765,3418.3393214885627
4001,10593,364875.51706747856,2345104.059149601,293138.0073937001,480390.5892792527,293138.0073937001,0.9558865927893472,280206.6911046225,3891.7595986753126
4002,2541,429644.93461363396,2447155.103963156,305894.3879953945,406583.96903235937,305894.3879953945,0.9253051202386197,283045.6434643975,3931.189492561077
4003,17815,321107.47103905724,2286366.617791972,285795.8272239965,472375.85939246975,285795.8272239965,0.9531102089147774,272394.92059243494,3783.2627860060406
4004,11256,351427.56442031264,2280251.0693155536,285031.3836644442,473794.14708209294,285031.3836644442,0.9536015181824128,271806.3601920478,3775.0883360006637
4005,1379,405035.50231356925,2567284.887380462,320910.61092255777,412639.8845892759,320910.61092255777,0.9280134080088724,297809.3497084521,4136.240968172946
4006,7136,441426.24995704246,2262471.6592014935,282808.9574001867,461774.78619165835,282808.9574001867,0.9494293670776238,268507.1294283419,3729.265686504749
4007,18007,356721.2444128071,2142782.181723531,267847.77271544136,513172.5294821987,267847.77271544136,0.9672425899897846,259073.77340427868,3598.2468528372037
4008,16276,385675.9923354555,1957553.2284174715,244694.15355218394,464622.2205610569,244694.15355218394,0.9504242696348683,232563.26217375672,3230.045307968843
4009,19614,390142.5873912079,2179307.348959758,272413.41861996974,415722.080759176,272413.41861996974,0.9293918080400497,253178.79966558464,3516.3722175775642
4010,2633,362905.09264973056,2181212.4768510005,272651.55960637506,393910.96331767284,272651.55960637506,0.9196375797871632,250740.62040160224,3482.50861668892
4011,15113,311548.46986313444,2079040.3014395917,259880.03767994896,411033.62892672466,259880.03767994896,0.9272950686387308,240985.47737826422,3347.0205191425584
4012,16632,448055.4365956297,2337560.040006435,292195.0050008044,365560.7215825989,292195.0050008044,0.9069589662475279,265008.8796782208,3680.678884419733
4013,15182,409031.2299009583,2218733.6010586126,277341.7001323266,466232.4024739383,277341.7001323266,0.9509820530113761,263746.97937750537,3663.152491354241
4014,8433,391823.6348108568,1933363.851657562,241670.48145719524,420424.84156465635,241670.48145719524,0.9314949466086448,225114.83222185558,3126.5948919702164
4015,19268,492312.95904694917,1996774.0580750797,249596.75725938496,521123.0269459423,249596.75725938496,0.9699967231003149,242108.03663806815,3362.6116199731687
4016,1666,426037.3348952334,2359394.756131728,294924.344516466,488891.4377952366,294924.344516466,0.9588313730967732,282782.7142123889,3927.5376973942903
4017,11554,390528.24638996995,2576105.9293771265,322013.2411721408,499100.04670910095,322013.2411721408,0.962367738959456,309895.1548218392,4304.099372525544
4018,10549,523133.61324174097,2570553.875245521,321319.2344056901,497161.4436530977,321319.2344056901,0.9616961871617149,309011.4825896735,4291.826147078798
4019,13185,369001.9358036141,2139028.65966369,267378.5824579612,538364.631673873,267378.5824579612,0.9759693901788741,260953.31206838822,3624.3515565053917
4020,12654,457959.78582122707,2463431.1205908777,307928.8900738597,368230.1443136015,307928.8900738597,0.9081527683849688,279646.47398628644,3883.9788053650896
4021,5306,389569.88449593214,2828384.0207965784,353548.0025995723,520859.4251770502,353548.0025995723,0.9699054087689777,342908.11998079374,4762.612777511024
4022,10015,449259.63649421924,2201561.302981232,275195.162872654,420958.8829931284,275195.162872654,0.9317337771960178,256408.6285694112,3561.2309523529334
4023,10558,369539.2861573305,2544244.2898332262,318030.5362291533,461438.82689929573,318030.5362291533,0.9493090633028596,301909.2704494037,4193.184311797273
4024,8395,355881.74107512255,2320722.3059180835,290090.28823976044,445528.64883413434,290090.28823976044,0.9427217105183661,273474.4127341528,3798.255732418789
4025,11756,421336.1997935946,1806515.6662931966,225814.45828664958,472434.0981877272,225814.45828664958,0.9531303834252489,215230.6212097192,2989.314183468322
4026,804,322877.8625679255,2052693.9117417105,256586.7389677138,512647.7350615015,256586.7389677138,0.9670607958697494,248134.97599574094,3446.3191110519574
4027,263,396043.0903687068,2574160.7693725494,321770.0961715687,409873.2877390462,321770.0961715687,0.9267761482841824,298208.85036291735,4141.789588373852
4028,9121,323215.0510496052,2516471.0403316985,314558.8800414623,438578.6102350417,314558.8800414623,0.9396135587676023,295563.7887177097,4105.052621079301
4029,11830,419723.51440095686,2118305.373897018,264788.17173712724,421032.2924355414,264788.17173712724,0.9317666068967029,246720.77632588448,3426.6774489706177
4030,8124,374364.53112327657,2170435.642405516,271304.4553006895,539642.184104404,271304.4553006895,0.9764119473226767,264904.9115174643,3679.2348821870046
4031,13340,450964.84187822696,2502537.6432831106,312817.2054103888,453213.13981917826,312817.2054103888,0.9461135635064957,295960.6009369664,4110.563901902311
4032,6195,351373.5227754635,1993207.3886780252,249150.92358475315,382462.6041156569,249150.92358475315,0.9145177179058547,227852.93405086445,3164.624084039784
4033,9439,382003.1436579606,2192216.596469173,274027.07455864665,438831.83467546926,274027.07455864665,0.9397268041800745,257510.58703381201,3576.535931025167
4034,13090,339616.341716054,2104690.5192868863,263086.3149108608,517648.4743229535,263086.3149108608,0.9687931027649972,254876.20731750198,3539.947323854194
4035,19135,432183.47311784595,2430432.8067954956,303804.10084943695,433988.56463331287,303804.10084943695,0.9375608279705444,284834.8243332449,3956.0392268506234
4036,6276,379992.5398231944,2421275.5596519373,302659.44495649217,519234.1272779006,302659.44495649217,0.9693423890612253,293380.6294460705,4074.7309645287573
4037,2121,506782.63494051574,2325760.2914779317,290720.03643474146,444446.5809468024,290720.03643474146,0.9422377950478973,273927.40610651515,3804.5473070349326
4038,12113,425620.12631452124,2058883.0746045837,257360.38432557296,488656.0216934625,257360.38432557296,0.9587498225669348,246744.2228079012,3427.0030945541835
4039,7741,337221.4624071524,2120744.7625586437,265093.09531983046,397366.3489733125,265093.09531983046,0.9211828752300608,244199.219750358,3391.6558298660834
4040,11552,444224.3769398477,2468854.280671408,308606.785083926,402460.70264769124,308606.785083926,0.9234611394535281,284986.3733966924,3958.144074954061
4041,2561,337290.9453351933,2225679.792299746,278209.97403746826,412501.49589330296,278209.97403746826,0.9279515187025699,258165.3679262712,3585.6301100871
4042,8942,399142.0497619834,2049031.2916329545,256128.9114541193,450755.12674500805,256128.9114541193,0.945056531452389,242056.30066350606,3361.8930647709176
4043,4454,352135.56959004496,2352768.222955632,294096.027869454,478342.7838441083,294096.027869454,0.95517721217781,280913.8240129126,3901.58088906823
4044,855,464285.77283875627,2126839.672875837,265854.9591094796,501089.10693479585,265854.9591094796,0.9630567696334996,256033.41811102157,3556.0196959864106
4045,3631,467218.5444641462,2004984.2261577223,250623.0282697153,528694.7572519411,250623.0282697153,0.9726196474185548,243760.88139066097,3385.5677970925135
4046,18729,375092.4709292384,2090869.378618744,261358.672327343,525711.5153312242,261358.672327343,0.9715862221029645,253932.4850603698,3526.840070282914
4047,2621,497330.24990596273,2161275.382249798,270159.42278122477,458739.70655487536,270159.42278122477,0.9483147158540951,256196.15625008353,3558.2799479178266
4048,6242,397493.32558908267,2529635.7867018986,316204.4733377373,399815.7657866865,316204.4733377373,0.9222782877300478,291628.52024250996,4050.3961144793047
4049,17576,479210.98794411146,2173613.9886605,271701.7485825625,488335.3157773132,271701.7485825625,0.9586387267787231,260463.81832474042,3617.5530322880613
4050,11587,491795.06475469953,2252812.135127218,281601.51689090225,362212.39489807934,281601.51689090225,0.9054615490320355,254979.34569380723,3541.379801302878
4051,7884,459142.6235052261,1848860.3159512521,231107.53949390652,512831.81706664764,231107.53949390652,0.9671245637468838,223509.77831166008,3104.3024765508344
4052,17194,472594.41057733103,2559153.865109604,319894.2331387005,510632.16090430645,319894.2331387005,0.9663625805004125,309133.81662311516,4293.525230876599
4053,1158,405698.91013975267,2389317.285504696,298664.660688087,417231.44702767103,298664.660688087,0.9300668171559098,277778.09036311886,3858.0290328210954
4054,3501,415093.3298953248,2276448.7433367157,284556.09291708947,467505.1880981992,284556.09291708947,0.9514229588850487,270733.1998919461,3760.183331832585
4055,17947,394123.34270875267,2311421.983511598,288927.74793894973,400648.41195457417,288927.74793894973,0.9226506584165681,266579.3768706882,3702.4913454262255
4056,11664,405518.7473418956,2141137.519606358,267642.18995079474,448913.8517783168,267642.18995079474,0.944235619298531,252717.28897860373,3509.962346925052
4057,2341,445286.1634877418,2094331.4056095465,261791.4257011933,362981.11001781933,261791.4257011933,0.9058053288846495,237132.06845645068,3293.5009507840373
4058,10358,411353.31733679184,2289817.958281802,286227.24478522525,522793.6533741942,286227.24478522525,0.9705754450711548,277805.1354989104,3858.4046597070887
4059,13724,371067.35640961747,2056141.8379585063,257017.7297448133,491050.3210429897,257017.7297448133,0.9595792321913168,246628.8757680833,3425.40105233449
4060,18056,411613.6752477306,2324803.2523606503,290600.4065450813,480264.9438394349,290600.4065450813,0.9558430679322464,277768.38413440855,3857.894224089008
4061,10997,386545.3046278204,2487099.3327800417,310887.4165975052,484808.3949609915,310887.4165975052,0.9574169655690948,297648.8870323985,4134.012319894424
4062,7077,484228.2012358926,2380122.145721746,297515.26821521827,414050.008443357,297515.26821521827,0.9286440345677563,276285.77902088844,3837.302486401228
4063,4397,410758.3286525158,2178492.383052432,272311.547881554,461755.5067124738,272311.547881554,0.9494224835564296,258538.70609080058,3590.81536237223
4064,6989,407023.4283195468,2270237.436851764,283779.6796064705,390514.02414544486,283779.6796064705,0.9181184224062565,260543.35175124565,3618.657663211745
4065,7372,440413.87239644775,2838715.426841613,354839.4283552016,464850.55567561666,354839.4283552016,0.9505033672387821,337276.0714807037,4684.38988167644
4066,19894,398784.67934132164,2543864.1054956308,317983.01318695385,446269.76250191766,317983.01318695385,0.9430531466264096,299874.88115970395,4164.928904995888
4067,11245,329582.5131355026,2272867.331519102,284108.4164398878,398939.7335781635,284108.4164398878,0.9218865142163005,261915.71769128123,3637.7183012677947
4068,9914,437780.49192124355,2153308.3844933608,269163.5480616701,476159.92009313934,269163.5480616701,0.9544210459932743,256895.35508428013,3567.991042837224
4069,7986,333461.39159948,2084871.186915534,260608.89836444176,444418.40461043513,260608.89836444176,0.9422251942072025,245552.26987356125,3410.448192688351
4070,178,345550.91636431427,2355902.1757653905,294487.7719706738,421303.21401897265,294487.7719706738,0.9318877667121277,274429.5521457815,3811.521557580299
4071,17388,357419.5902588478,2678286.02789509,334785.7534868863,464912.6185061957,334785.7534868863,0.950524866433947,318222.1836171109,4419.752550237651
4072,15187,348410.60208715225,1961618.4390956894,245202.30488696118,457952.9530495509,245202.30488696118,0.9480152916219443,232455.5345737854,3228.549091302575
4073,8536,396834.4750275656,1718819.5851396015,214852.4481424502,451555.1449041929,214852.4481424502,0.9454061901180126,203122.8344358817,2821.150478276135
4074,7443,384316.98702976987,2147586.747483509,268448.34343543864,484126.99908401055,268448.34343543864,0.957180923113295,256953.633177768,3568.8004608023334
4075,8794,313632.00325787923,2076293.9040613552,259536.7380076694,404018.2843666052,259536.7380076694,0.9241577111743287,239852.87776281915,3331.289968928044
4076,10131,397068.16741023504,2165800.442015124,270725.0552518905,439651.37726045586,270725.0552518905,0.9400933147661716,254506.8145820047,3534.8168691945098
4077,10109,436044.8391239857,2386858.615000032,298357.326875004,470126.5535135196,298357.326875004,0.9523310265019564,284134.9393672523,3946.318602322948
4078,15179,366145.9109928351,2278038.91997375,284754.86499671877,490156.0361763586,284754.86499671877,0.9592694428262278,273156.64068746014,3793.84223177028
4079,5971,429682.67718859855,2895928.8349798536,361991.1043724817,507171.4534519475,361991.1043724817,0.9651637562728889,349380.6940335158,4852.509639354386
4080,12958,489917.45944224764,2593095.371636725,324136.9214545906,477603.513743068,324136.9214545906,0.9549211215027064,309525.19255585235,4298.961007720171
4081,1076,300196.3438838226,2271080.079899474,283885.00998743426,447829.2710894889,283885.00998743426,0.9437505800690704,267916.64284855494,3721.0644840077075
4082,8381,411167.29974205507,2560823.6272853995,320102.95341067493,412541.5173275681,320102.95341067493,0.9279694168320847,297045.75100273197,4125.635430593499
4083,7210,322462.8776621586,2002043.5855518149,250255.44819397686,370466.924239136,250255.44819397686,0.9091530867778093,227520.51320851818,3160.007127896086
4084,374,324693.07975055696,2156490.182956394,269561.2728695492,460206.51182742283,269561.2728695492,0.9488612924139369,255776.2577597464,3552.4480244409224
4085,3110,546271.0837786444,2514894.4671996967,314361.8083999621,451447.2108292777,314361.8083999621,0.9453593380610237,297184.87110065453,4127.5676541757575
4086,17277,404261.1706873381,1913577.2193534416,239197.1524191802,459198.71887690655,239197.1524191802,0.9484873743285919,226875.47904494422,3151.04832006867
4087,6283,474290.04328087746,2436141.8988623163,304517.73735778953,480009.3795453581,304517.73735778953,0.9557545378638581,291044.20933974185,4042.2806852741924
4088,14932,479763.8253465374,2156876.381942384,269609.547742798,493907.8774115442,269609.547742798,0.9605691187544825,258978.60568309404,3596.9250789318617
4089,6439,316203.9994054649,2200629.548703498,275078.6935879373,424963.99107974966,275078.6935879373,0.9335249159838016,256792.81432061305,3566.56686556407
4090,7396,438389.8479257485,2325032.5535866464,290629.0691983308,534439.5278221846,290629.0691983308,0.9746096943196524,283249.9082917903,3934.026504052643
4091,17320,361426.55945368286,2485745.6716440134,310718.2089555017,455060.219703702,310718.2089555017,0.9468752346496327,294211.3770146543,4086.2691252035315
4092,9120,409165.0496429546,2227605.621034607,278450.70262932585,450263.65467820625,278450.70262932585,0.9448389594478995,263091.07212982874,3654.0426684698436
4093,4311,416066.96899866767,2288882.647794959,286110.3309743699,407703.9268603001,286110.3309743699,0.9258059806056614,264882.6555291369,3678.925771238012
4094,12670,339848.81327403913,2139911.062229291,267488.8827786614,431693.9661581316,267488.8827786614,0.9365346523362299,250512.6078369202,3479.3417755127803
4095,4490,325604.51336002146,2119690.538674175,264961.31733427185,495228.65291058115,264961.31733427185,0.9610266488084274,254634.88686162155,3536.5956508558547
4096,10589,342120.15118493524,1925583.060956116,240697.8826195145,514031.2693225872,240697.8826195145,0.9675400661965919,232884.84528306458,3234.511740042564
4097,7249,512124.12419769156,2638774.961121192,329846.870140149,452148.86314959556,329846.870140149,0.9456621397157063,311923.69699526206,4332.27356937864
4098,11035,416378.69096434274,2812012.034097789,351501.5042622236,436750.04129475844,351501.5042622236,0.9387957978771987,329988.1351488898,4583.16854373458
4099,13602,375025.57488109515,2451515.0029251496,306439.3753656437,419125.24540972896,306439.3753656437,0.9309137495395018,285268.6279281742,3962.0642767801974
4100,7951,340085.3042346888,2007149.1871990645,250893.64839988307,484407.5056404207,250893.64839988307,0.9572780934348067,240174.9933951428,3335.763797154761
4101,1672,400628.5110734481,2515886.8982049497,314485.8622756187,478945.54692149634,314485.8622756187,0.9553860154328025,300455.39486945246,4172.991595409062
4102,15358,330241.8413356127,2003198.4403682982,250399.80504603728,499928.95958937914,250399.80504603728,0.962654882804194,241048.59498078603,3347.8971525109173
4103,3144,461835.06802812236,2405874.446030406,300734.3057538007,493846.7093662603,300734.3057538007,0.9605479295220363,288869.7147280603,4012.0793712230598
4104,9074,436687.77072032687,2310513.5412585307,288814.19265731634,435444.8556834804,288814.19265731634,0.9382121011271842,270968.97052837216,3763.457924005169
4105,13645,481367.8752732062,2343597.201402122,292949.65017526527,480723.7891837328,292949.65017526527,0.9560020166220745,280060.4563362849,3889.7285602261786
4106,18161,494758.0498096949,2713752.650215191,339219.08127689885,447938.2480937389,339219.08127689885,0.9437993160669679,320154.73690600233,4446.593568138921
4107,6674,465011.8161997513,2008639.956592485,251079.99457406063,492762.0219007144,251079.99457406063,0.9601721827619045,241080.02643802293,3348.3337005280964
4108,7040,342396.9836707955,2338755.7332821176,292344.4666602647,455542.1115651406,292344.4666602647,0.947069538583733,276870.5391474444,3845.424154825617
4109,5988,296813.6767734202,2095505.8448785879,261938.23060982348,429670.1805394558,261938.23060982348,0.9356295878931808,245077.1587589381,3403.8494272074736
4110,15665,524784.6512542597,2115694.246074854,264461.78075935674,535464.8208217385,264461.78075935674,0.9749648662332268,257840.94470184718,3581.1242319700996
4111,4722,397314.42151964625,2537427.4133909293,317178.42667386617,533655.0309564057,317178.42667386617,0.9743379366336709,309038.97379012883,4292.207969307345
4112,7321,377200.3179367798,2271560.58915484,283945.073644355,426699.933449397,283945.073644355,0.9343012530125123,265290.23809265095,3684.5866401757075
4113,1626,298772.6002405901,1966438.9157462358,245804.86446827947,455399.5229415566,245804.86446827947,0.9470122318983366,232780.2133115735,3233.0585182162986
4114,2477,344294.5952573573,2012966.2502822916,251620.78128528644,489200.2795759174,251620.78128528644,0.9589383590279011,241288.819103031,3351.2335986532084
4115,19114,369525.2357813687,2099564.696515405,262445.58706442564,484661.72067678376,262445.58706442564,0.9573661561066125,251256.52287501245,3489.6739288196172
4116,19917,416064.03761006094,2526798.329724419,315849.79121555237,472082.1137650011,315849.79121555237,0.953008452444522,301007.52073125896,4180.6600101563745
4117,13289,383047.7169608336,1886897.7393197455,235862.21741496818,417099.91981538193,235862.21741496818,0.9300079963983958,219353.74824417738,3046.5798367246857
4118,14682,438187.21428247244,2072408.7194887397,259051.08993609247,393563.0685584103,259051.08993609247,0.9194819965210178,238192.81337538405,3308.2335191025563
4119,19602,490897.1552403622,2387260.2050281838,298407.52562852297,446883.5250641604,298407.52562852297,0.9433276295886535,281496.06380256993,3909.667552813471
4120,5002,337770.11524904234,2045258.7379205578,255657.34224006973,514930.3004866867,255657.34224006973,0.9678514997273535,247438.34210336077,3436.643640324455
4121,2162,283928.5728174033,2696840.4379957807,337105.0547494726,440736.56777566916,283928.5728174033,0.9405786267182826,267057.1471066751,3709.127043148265
4122,16506,425194.0201006132,2244478.740320566,280559.84254007076,489266.1462489518,280559.84254007076,0.9589611759127453,269045.9965161209,3736.7499516127905
4123,16720,399715.5164648212,2210672.4870118555,276334.06087648193,443767.69007930986,276334.06087648193,0.9419341858220939,260288.49864660195,3615.11803675836
4124,4162,449876.348186732,2197701.4417761206,274712.6802220151,409120.9544600884,274712.6802220151,0.9264396946134854,254504.73157133572,3534.7879384907737
4125,2595,383362.572808583,2273664.2625589846,284208.0328198731,489854.32519367756,284208.0328198731,0.9591649270759868,272602.3770740832,3786.1441260289334
4126,8015,369662.7246487799,1944003.4902983983,243000.4362872998,404345.87491674547,243000.4362872998,0.9243042141221087,224606.32729386218,3119.532323525864
4127,9179,507995.5251479558,2254804.2505595535,281850.5313199442,398034.0638982484,281850.5313199442,0.9214814864224105,259720.04654964834,3607.2228687451156
4128,2073,384288.8211156814,2174012.9083846943,271751.6135480868,468967.77286942425,271751.6135480868,0.9519296131118763,258688.40834735837,3592.8945603799775
4129,11967,404884.91951334494,2116913.442968872,264614.180371109,457047.24299109884,264614.180371109,0.9476650500145425,250765.61047594418,3482.85570105478
4130,11321,435911.63364546816,2038198.6055751133,254774.82569688917,389877.0030023685,254774.82569688917,0.9178335378904519,233840.879634799,3247.789994927764
4131,3256,381772.0563157027,2136346.4623041227,267043.30778801534,393298.24186599936,267043.30778801534,0.9193635624237204,245509.88676940382,3409.859538463942
4132,18791,336623.3118035882,2185287.207376855,273160.90092210687,441952.1024607555,273160.90092210687,0.941122230355255,257077.79632166403,3570.5249489120006
4133,2597,391709.84543854924,2145287.24562802,268160.9057035025,408324.43793812126,268160.9057035025,0.9260834815958213,248339.3851817883,3449.1581275248373
4134,18010,425800.38269900886,2255975.5132948356,281996.93916185445,495669.7929017737,281996.93916185445,0.9611794641840266,271049.6668851268,3764.578706737872
4135,18927,348241.29424182064,2070374.2223760937,258796.77779701172,414079.0218428881,258796.77779701172,0.9286570097544783,240333.44180306705,3337.964469487042
4136,15519,446923.38551438675,1788363.5715885432,223545.4464485679,425327.29439667496,223545.4464485679,0.9336873901664209,208721.56447815077,2898.910617752094
4137,12422,427367.8477211071,1911076.8645458387,238884.60806822983,442474.3026394857,238884.60806822983,0.9413557653747556,224875.403064317,3123.269487004403
4138,11773,437938.7875383584,2671678.3270751988,333959.79088439984,412419.9728617129,333959.79088439984,0.9279150604944965,309886.3195612273,4303.976660572601
4139,10694,389994.1467940723,1958708.7033906572,244838.58792383215,413368.08529148804,244838.58792383215,0.9283390692631543,227293.22683291533,3156.8503726793797
4140,16803,516850.2568853658,2170258.3047296763,271282.28809120954,386795.87937567953,271282.28809120954,0.9164556175151805,248618.17685356052,3453.0302340772296
4141,10157,374687.1448391212,2445028.012653594,305628.50158169924,416510.1230936381,305628.50158169924,0.9297442312858507,284156.33626212337,3946.6157814183803
4142,14328,346533.1973902205,2363176.096182482,295397.01202281023,428190.50123237574,295397.01202281023,0.9349678551900746,276186.71076052357,3835.926538340605
4143,4415,413695.42646928324,2017759.4955702908,252219.93694628635,463219.02993521164,252219.93694628635,0.9499380881384426,239593.32469315382,3327.6850651826917
4144,5418,434178.16056812933,1948423.3346649327,243552.9168331166,440091.1727943194,243552.9168331166,0.9402899973081555,229010.37151340462,3180.699604352842
4145,17110,285749.9856233247,2078723.6695651612,259840.45869564515,474076.79926841444,259840.45869564515,0.9536994317719286,247809.69780939407,3441.8013584638065
4146,15902,479222.70308423927,1934136.722728766,241767.09034109575,399088.70390017855,241767.09034109575,0.9219531357696317,222897.92706587305,3095.8045425815703
4147,19124,454622.8532915177,2423490.3806362087,302936.2975795261,455813.2732100684,302936.2975795261,0.9471780891868222,286934.62348670606,3985.2031039820286
4148,8444,441412.23963994795,1952047.5972805542,244005.94966006928,468148.2165519291,244005.94966006928,0.9516457104755631,232207.21532452112,3225.100212840571
4149,4244,427941.9200642199,2628840.845554765,328605.1056943456,499430.5856226201,328605.1056943456,0.9624822409978748,316276.57853203727,4392.730257389407
4150,5034,448271.6661002777,2361375.2001844174,295171.9000230522,372658.7151702293,295171.9000230522,0.9101332854806877,268645.77114955755,3731.191265966077
4151,2606,514804.86338561977,2213296.8664981807,276662.1083122726,488311.50630411966,276662.1083122726,0.9586304789352685,265216.729394635,3683.5656860365975
4152,15581,481376.13870778686,2795378.8654132024,349422.3581766503,434138.2418339382,349422.3581766503,0.9376277656496005,327628.104965187,4550.390346738709
4153,2762,375686.3691318552,2629883.416407769,328735.42705097114,438400.5717084905,328735.42705097114,0.9395339375180058,308858.0901788621,4289.69569692864
4154,13036,452233.3433794421,2373617.2421859354,296702.1552732419,430032.73288648133,296702.1552732419,0.935791726231851,277651.42205985775,3856.2697508313577
4155,8822,422549.0541344682,2078537.254868607,259817.15685857588,467972.5213556157,259817.15685857588,0.951584847874231,247238.06968438314,3433.862078949766
4156,7866,502343.02021882957,2096927.9989248614,262115.99986560768,371579.74226368475,262115.99986560768,0.9096507541277049,238434.01694668742,3311.583568703992
4157,4963,296156.6108932047,2367459.8913065945,295932.4864133243,503760.45119401754,295932.4864133243,0.9639821504297955,285273.6346347526,3962.133814371564
4158,19382,323365.06322475785,2477570.436392108,309696.3045490135,503312.9619499807,309696.3045490135,0.963827135608493,298493.70212201116,4145.74586280571
4159,9389,320498.68715134956,2429288.8239439465,303661.1029929933,383340.9994616334,303661.1029929933,0.9149105482467992,277822.74622054724,3858.6492530631563
4160,5663,510076.96353890625,2259768.486387549,282471.0607984436,460110.09719033435,282471.0607984436,0.9488258238494116,268015.8369757005,3722.4421802180627
4161,11794,369559.67404761026,2174411.8275477244,271801.47844346554,426637.83565282566,271801.47844346554,0.934273482033635,253936.91368726655,3526.901578989813
4162,10548,425322.89024075156,2656377.994679784,332047.249334973,397919.45393094706,332047.249334973,0.9214302312868534,305958.37375288765,4249.421857678995
4163,16402,300188.0660066432,2322488.5147781125,290311.06434726407,413010.8173914976,290311.06434726407,0.928179294201043,269460.7188045971,3742.5099833971817
4164,2306,340968.0717169784,2834696.924247616,354337.115530952,447843.9886981692,340968.0717169784,0.9437571619837655,321791.0596906925,4469.320273481841
4165,16554,467116.95237046626,1873107.2196699346,234138.40245874182,419759.5051446412,234138.40245874182,0.9311973991160328,218029.07140276334,3028.1815472606017
4166,9241,355522.82320939144,1988558.7234535874,248569.84043169842,451873.6406851845,248569.84043169842,0.9455438637087802,235033.6873232631,3264.356768378654
4167,18251,420742.3890077683,2349969.722573334,293746.21532166674,400473.5691699959,293746.21532166674,0.9225724663462297,271002.1703491807,3763.9190326275098
4168,18504,521688.8555682642,2709608.96395738,338701.1204946725,476485.28785033507,338701.1204946725,0.9545337566905958,323301.6529410939,4490.300735292971
4169,10824,350561.2254956685,2344543.924036397,293067.99050454964,499035.08504034503,293067.99050454964,0.96234523557729,282032.5843622638,3917.1192272536637
4170,6755,470173.65313673805,2028696.1301686014,253587.01627107518,449421.4770040141,253587.01627107518,0.9444626362008816,239503.4618936955,3326.436970745771
4171,8845,434104.7307086599,1973822.8726455127,246727.8590806891,457370.6662844623,246727.8590806891,0.9477908077676357,233846.3968568657,3247.8666230120234
4172,6556,327081.1831689404,2662298.3359660218,332787.2919957527,440411.6194172822,327081.1831689404,0.9404333053945766,307598.0382199356,4272.194975276883
4173,7301,509776.5374332911,2763402.1095888414,345425.2636986052,422984.63658843096,345425.2636986052,0.93263972174497,322157.32181955,4474.40724749375
4174,8216,455123.4631312123,2279078.815696695,284884.85196208686,436244.77907053096,284884.85196208686,0.9385698377412317,267384.3292809907,3713.67124001376
